vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__31,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,1,1,0,254550.796875,93304.746093,188779.273438,104086.078125,230916.289062,351226.625000,687780.062500,2563646.750000,16949376.000000,1757773.125000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__32,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,2,2,0,310363.515625,111996.867188,217617.992188,127002.304688,265132.601562,378189.031250,735663.843750,2772224.000000,18673843.000000,1882166.062500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__33,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,3,3,0,323246.671875,117267.460938,230124.882812,138148.375000,287267.656250,395595.359375,766673.375000,2931090.875000,19621867.000000,1962956.750000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__34,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,4,4,0,329608.968750,119783.273438,232443.406250,143582.695312,299956.343750,395871.484375,749287.968750,2827941.500000,19324174.000000,1908252.750000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__35,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,5,5,0,321690.578125,118296.152343,230376.617188,145653.429688,308632.671875,399052.750000,757521.593750,2863874.500000,19592121.000000,1919236.875000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__36,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,6,6,0,320492.000000,117771.648437,231669.992188,147386.070312,317873.625000,402956.875000,769922.281250,2927053.000000,20548987.000000,1961456.437500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__37,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,7,7,0,322427.859375,117743.242188,231387.742188,149612.125000,326935.578125,415374.421875,793826.843750,3009695.625000,20714182.000000,2001809.437500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__38,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,8,8,0,326014.359375,118391.773438,232381.812500,151237.046875,334982.546875,423215.765625,810835.531250,3093878.625000,21276778.000000,2065636.437500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__39,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,9,9,0,328484.078125,119059.843750,232567.914062,150489.382812,337595.968750,421681.718750,794611.187500,3033114.250000,20856642.000000,2022640.687500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__40,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,10,10,0,319923.968750,116891.113281,230790.093750,149943.867188,339097.609375,421728.781250,792888.937500,3063023.250000,20745452.000000,2018140.312500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__41,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_503,11,11,0,318821.656250,115687.863281,229538.375000,150454.609375,339401.718750,414813.890625,774138.250000,2990457.625000,20167455.000000,1968813.562500
