vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__0,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,1,1,0,8754190.000000,95682.296875,115955.812500,892712.625000,582041.843750,478427.125000,89090.179687,179591.085938,219532.335938,243855.007812
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__1,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,2,2,0,17404106.000000,135950.882812,163421.796875,1416381.187500,825049.437500,635195.812500,119598.246093,244279.312500,276107.062500,294832.593750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__2,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,3,3,0,23686711.000000,157926.945312,194312.906250,1730664.312500,964596.687500,716373.500000,134405.953125,279101.328125,305670.687500,322770.843750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__3,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,4,4,0,27846990.000000,167955.648438,207035.187500,1864150.312500,1016810.218750,749042.125000,141077.718750,296895.546875,327700.109375,341178.640625
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__4,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,5,5,0,30141708.000000,173495.726562,216082.414062,1967649.187500,1051536.875000,770274.875000,143846.187500,307813.375000,338914.656250,352503.890625
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__5,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,6,6,0,32088953.000000,182614.617188,222553.843750,2030568.187500,1084647.937500,790739.312500,147650.742188,322419.796875,351870.328125,372229.203125
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__6,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,7,7,0,34216720.000000,186015.945312,226599.640625,2099591.875000,1126805.625000,807050.812500,148492.031250,332656.343750,368557.187500,382534.828125
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__7,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,8,8,0,36188294.000000,189269.710938,230509.296875,2156522.125000,1150975.062500,824680.250000,151357.109375,335045.125000,372256.484375,388407.562500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__8,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,9,9,0,36923186.000000,190162.539062,232310.273438,2153727.875000,1149949.250000,817200.500000,151320.601562,338498.359375,375817.859375,392812.156250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L2__9,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,heater_322,10,10,0,37580816.000000,190759.335938,232587.968750,2165688.875000,1148587.187500,818293.187500,150300.585938,340427.937500,377965.609375,392600.750000
