vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__19,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,0,0,0,5539725.250000,26676.271485,318138.406250,27499.485351,85054.304687,118573.644531,134725.179688,37817.478515,66101351.625000,191781.187500
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__20,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,1,1,0,81852946.000000,60059121.074219,2263896.250000,112241.703125,485995.140625,324881375.000000,277007.609375,114952.476562,222341.804688,253023.289062
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__21,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,2,2,0,101342312.000000,149665.523438,3023861.750000,130194.621093,276394833.718750,369638.078125,149293980.906250,130021.832032,258868.812500,285759.734375
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__22,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,3,3,0,102400000.000000,163565.765625,3475605.250000,139078.523438,297834013.000000,206515672.703125,315411.312500,136840.085938,280144.703125,155112958.640625
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__23,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,4,4,0,102400000.000000,170815.109375,3826812.250000,142907.507812,655720.031250,408949.203125,156691112.484375,138726.882812,291242.000000,155123437.890625
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__24,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,5,5,0,102400000.000000,173274.343750,3879011.000000,143411.078125,312834162.750000,197935251.984375,320707.156250,139890.078125,296637.484375,322613.000000
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__25,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,6,6,0,102400000.000000,173254.000000,3837998.250000,143571.757812,349205741.625000,406355.468750,314614.093750,138726.882812,148387093.343750,325018.625000
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__26,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,7,7,0,102400000.000000,176106.742188,3968956.125000,143698.296875,670202.437500,200254505.375000,323311.421875,69259517.171875,307899.234375,333958.546875
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__27,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,8,8,0,102400000.000000,177530.953125,4063544.375000,143819.453125,675543.937500,410746.421875,319295.593750,139289.343750,155115887.265625,335052.843750
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__28,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,9,9,0,102400000.000000,177563.718750,4126140.500000,143646.562500,667944.875000,197592251.984375,318908.453125,139595.171875,310378.343750,335041.875000
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__29,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,10,10,0,102400000.000000,175483.062500,4060051.375000,69262101.203125,661167.593750,406381.265625,315067.343750,137879.125000,310245.921875,337548.171875
BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen___L2__30,Zähneputzen,BME688_2026-07-19_18-14-12_h65kuvlb8c7c72qt_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_413,11,11,0,102400000.000000,177496.992188,4068623.500000,141653.859375,657719.218750,403973.671875,312209.046875,137167.859375,311912.171875,338717.109375
