vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__0,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,0,0,2954201.250000,28764.044922,39024.390625,194899125.000000,250734.578125,290167.187500,38117.925781,111449.718750,161107.609375,202892.812500
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__1,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,1,0,17842636.000000,117593.015625,138042.593750,1116076.250000,893932.750000,814962.187500,115211.523438,215442875.000000,253339.937500,281087.031250
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__2,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,2,0,41282520.000000,166775.250000,195233.562500,1718120.750000,1290078.750000,1143176125.000000,148105.296875,272993875.000000,308248.031250,327156.562500
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__3,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,3,0,46962380.000000,184438.046875,217779.671875,2005876625.000000,1424695625.000000,1208972875.000000,158710.484375,301708.906250,337508.250000,360309.656250
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__4,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,4,0,66483388.000000,204963.968750,233257.406250,2221258.250000,1612598375.000000,1303628.250000,166449.937500,321003125.000000,357292.406250,383233.531250
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__5,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,5,0,72076984.000000,211570.250000,240150.093750,2305657.250000,1710586.750000,1411440375.000000,174982.906250,330963.156250,378348.406250,394757125.000000
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__6,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,6,0,69942368.000000,215035.703125,245328.218750,2351320.250000,1723543.000000,1451967375.000000,176247.843750,342589.500000,386488.031250,407724.468750
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__7,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,7,0,67510688.000000,213823.343750,244800375.000000,2319365.750000,1607850875.000000,1288860875.000000,171123.000000,348892.687500,396131.531250,413904.593750
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L1__8,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,8,0,75242248.000000,217502125.000000,248362.843750,2371743.000000,1733389.750000,1351369125.000000,172506.734375,351769.156250,401962.718750,422616.593750
