vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__0,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,0,0,0,2891465.250000,28358.873047,41097.355468,211050625.000000,135646804.789062,293446.390625,38482.332031,118179.117188,167421.804688,208492.195312
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__1,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,1,1,0,19553375.000000,122367.402343,76441333.796875,661203225.625000,895990.718750,784575.562500,116687.230469,107835114.234375,257918.359375,284404.156250
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__2,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,2,2,0,38901500.000000,163039.148438,195289.421875,912093747.875000,1225867.500000,572070739.843750,144556.640625,136634534.921875,307831.609375,327313.484375
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__3,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,3,3,0,44745304.000000,178647.109375,215003.828125,2029247500.000000,712977966.375000,604982081.250000,153860.484375,301842.359375,337009.140625,355677.625000
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__4,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,4,4,0,62246342.000000,195302.867188,228737.304688,2213186.375000,1481983750.000000,526454126.625000,159802.890625,160659246.515625,355258.828125,380686.187500
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__5,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,5,5,0,66018364.000000,93638847.625000,234207.906250,2277176.750000,683294480.875000,1227902750.000000,164000.718750,330006.000000,370477.312500,197572245.125000
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__6,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,6,6,0,64306904.000000,200846.320312,237410.859375,2311229.875000,711726084.000000,1269363875.000000,165959.132812,336296.359375,184432181.515625,400218.890625
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__7,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,7,7,0,62175118.000000,200036.445312,122514626.484375,2293366.750000,804600454.000000,644933755.281250,161189.273438,343033.765625,390438.484375,200246014.796875
BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen__L2__8,Zähneputzen,BME688_2026-07-14_21-10-19_niblod8ydxdjhpyp_HP_Exp_3_Bad_Zähneputzen,unsplit,heater_322,8,8,0,70169422.000000,202284125.000000,238851.078125,2333853.625000,716950632.375000,1209713250.000000,163664.921875,346494.375000,393354.078125,413599.875000
