vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__67,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,0,2,630736.062500,186453.015625,229185.312500,95114.250000,322215.218750,541226.187500,1322570.250000,6543131.000000,50296240.000000,4823079.000000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__68,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,1,0,630736.062500,186453.015625,295697375.000000,164683.171875,353957.843750,605022.187500,1609746.500000,8531112.000000,77305808.000000,6707881.500000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__69,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,2,0,732213.062500,206451.609375,304128.312500,172856.171875,362606.218750,529472625.000000,875026.687500,3965150.000000,34776332.000000,3412622.250000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__70,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,3,0,399609.750000,130445.859375,145083.593750,117350.445312,208341.812500,174803.687500,321305.312500,1286432125.000000,9199326.000000,1165623.250000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__71,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,4,0,226448.468750,86779.664062,160955.671875,124817.164062,231831.562500,216536.265625,417703.437500,1640697.000000,11640497.000000,1351369125.000000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__72,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,5,0,247462.546875,93910.492188,164842.234375,127617.148438,238639.015625,231831.562500,443482.031250,1772776.500000,12900787.000000,1433671625.000000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__73,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,6,0,258520.578125,96676.734375,172332.546875,131653375.000000,259306.156250,247642.078125,477946.312500,1952801.000000,14312295.000000,1562762.250000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__74,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,7,0,269331.937500,99610.898438,180535.968750,134878.812500,275639.312500,277657.281250,538239.187500,2163189.750000,16334995.000000,1784360.750000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__75,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,8,0,291904.218750,104682.070312,181689.140625,136061.656250,281783.156250,231674.203125,416175.562500,1595636875.000000,11085250.000000,1306122.500000
BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray__L1__76,Deospray,BME688_2026-08-20_14-16-10_ilkq8abh54hkxu22_HP_Exp_3_Deospray,unsplit,3,heater_503,9,0,240997875.000000,90077.414062,165321.281250,127712.648438,265353.718750,262698.812500,501837.781250,2007351125.000000,14707361.000000,1592844625.000000
