vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__126,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,0,0,94902.687500,5684.846191,28119.507812,5684.846191,12650.721680,26495.548828,34707.160156,9176.943359,74116.968750,122576.007812
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__127,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,1,0,35511244.000000,78842.007812,1154778625.000000,74375.359375,293662.187500,213957375.000000,183842.015625,78987.968750,160350.765625,193244.015625
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__128,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,2,0,87614976.000000,115601.718750,1991249375.000000,102666.937500,435004.250000,277431.593750,230734.562500,104234.531250,206952.296875,231203.437500
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__129,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,3,0,102400000.000000,133716375.000000,2437369.750000,115133.796875,505554.187500,308248.031250,250183.234375,114438.984375,233576.640625,255043.593750
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__130,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,4,0,102400000.000000,145083.593750,2716180.250000,122400.187500,548620.437500,327156.562500,261291.140625,120669.335938,247283.265625,268907.562500
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__131,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,5,0,102400000.000000,150058.609375,2873377.750000,127426.578125,572067.062500,334531.187500,265353.718750,123641.632812,257934.515625,278336.500000
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__132,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,6,0,102400000.000000,153431.218750,2903934.750000,128192.289062,574957875.000000,331928.687500,262496.781250,123910.937500,267223375.000000,287237.031250
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__133,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,7,0,102400000.000000,154823.109375,2919458.250000,128288.648438,578367.687500,331606.218750,259503.296875,125275.265625,266389.187500,282249.187500
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__134,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,8,0,102400000.000000,155812.531250,2979992.750000,128578.601562,578858125.000000,333224875.000000,256963.609375,124181.421875,265353.718750,286513.718750
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L1__135,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,6,heater_413,9,0,102400000.000000,153846.156250,2817056.500000,124908.515625,563566.312500,318606.093750,250918.890625,123462.742188,270827.812500,289674.687500
