vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__35,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,0,0,4,58275208,129305.042969,120386.914062,15495.983887,44638.173828,79907.742188,99570.9375,27009.938476,136213.589844,196219.234375
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__36,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,1,1,1,58275208,129305.042969,1294601.5,111512.648438,425514.1875,216613.132812,176521.351562,91283.966308,197833.90625,220892.078125
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__37,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,2,2,0,73760992,140885.421875,1226309.90625,113448.382812,399786.09375,165138.742188,136120.78125,110347.476562,192005.9375,210017.53125
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__38,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,3,3,0,68135856,129877.839843,1071817.65625,118321.359375,445074.3125,189074.476562,147533.835938,114696.355468,214563.65625,210924.640625
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__39,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,4,4,0,72025294,123218.558593,797738.21875,104716.273438,342908.28125,129378.351562,102983.003907,98021.261719,164077.539062,161517.679688
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__40,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,5,5,0,47095758,111739.984375,711106.4375,101921.28125,345693.625,140106.890625,112556.171875,100749.851562,172456.601562,173402.289062
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__41,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,6,6,0,53753012,113797.949218,730299.6875,100767.667968,333587.203125,127785.921875,101393.152343,96041.519531,164041.171875,164645.453125
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__42,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,7,7,0,50303766,105016.652343,617497.140625,94317.066406,302652.046875,118838.851562,95778.269532,92211.175782,157990.789062,160497.929688
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__43,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,8,8,0,46948190,108543.011718,687322.75,96877.242188,318434.703125,124667.667968,97492.09375,91485.171875,156235.210938,156262.59375
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__44,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,9,9,0,44156274,105987.425782,652858.1875,94551.957031,307838.78125,120951.449218,96259.734375,90424.867187,158313.960938,159987.835938
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__45,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,10,10,0,46607042,105720.257812,641434,93269.992188,303275.640625,120011.007812,94728.9375,89708.578125,156292.851562,157035.421875
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__46,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,11,11,0,44620434,104635.738281,641850.65625,92626.851562,302632.265625,119743.410156,93824.460937,88796.734375,157301.570312,157679.28125
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__47,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,12,12,0,43558474,102527.714844,602574.140625,89099.359375,289762.03125,110215.835938,81114.816406,80591.863282,130745.457031,132356.28125
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__48,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,13,13,0,32858837,90081.09375,464778.1875,80871.363281,248406.117188,94742.125,75820.84375,78941.925781,135406.542969,136595.804688
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min__L2__49,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)_10.0min,unsplit,heater_413,14,14,0,33607591,90202.535156,457284.8125,78627.902343,235709.148438,86122.832031,69051.136718,74899.679688,124690.785156,125859.613281
