vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__42,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,1,0,134878.812500,53590.121094,136606.187500,73732.718750,162488.093750,242023.156250,415668.750000,1359442375.000000,7104943.500000,813505.437500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__43,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,2,0,160804.015625,64048.035156,156527.062500,90651.554688,191940.015625,263713625.000000,446090.187500,1504223.250000,8076904.000000,881239.250000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__44,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,3,0,168421.046875,67868.507812,163421.640625,100019.531250,210266.937500,274530.843750,469401.781250,1596569875.000000,8687169.000000,928587625.000000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__45,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,4,0,176066.031250,70503.992188,164207.828125,102790.601562,217363.609375,275639.312500,468114.281250,1581772.500000,8598268.000000,927956.500000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__46,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,5,0,175342.468750,70503.992188,165161.296875,106577.851562,231674.203125,285794.031250,482336.312500,1669792125.000000,9137758.000000,976400.500000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__47,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,6,0,178459.390625,71688.601562,166287.750000,107653.492188,235024.093750,285794.031250,470696.406250,1598439.000000,8877811.000000,938803.562500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__48,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,7,0,172332.546875,69527.429688,164049.984375,108268.132812,240319.171875,283185.843750,472979.218750,1626042125.000000,8979995.000000,943344.062500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__49,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,8,0,171294.750000,69414.320312,162488.093750,108405.671875,242884.250000,286754.406250,477278.031250,1641683375.000000,9145409.000000,950568.562500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__50,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,9,0,170609.796875,69414.320312,160804.015625,107994.093750,243057.203125,284840.062500,469724.781250,1600312.500000,9024511.000000,938803.562500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__51,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,10,0,169930.296875,68632.710938,160350.765625,108062.476562,248001.937500,286995.531250,475615.406250,1636763.250000,9153073.000000,946614.312500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__52,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,11,0,170951.593750,68522.484375,160050.015625,108199.492188,250550.531250,288939.062500,477946.312500,1633825.250000,9238229.000000,954556.062500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__53,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,12,0,169592.578125,68687.953125,159303.046875,107994.093750,250918.890625,288450.718750,479625.281250,1648621.500000,9301164.000000,953889125.000000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__54,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,13,0,169592.578125,68139.476562,158122.296875,106644.445312,252030.515625,287721.281250,482677.343750,1663688.000000,9269590.000000,954556.062500
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L1__55,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,3,heater_503,14,0,166775.250000,67279.898438,149926.796875,104810.648438,248362.843750,249269.718750,411410.218750,1389888.000000,7788923.000000,834385.812500
