vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__77,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,1,1,0,255481.898438,101730.777343,223096.398438,142348.875000,324348.296875,387024.890625,660517750.000000,2299911.500000,15544600.000000,760795119.750000
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__78,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,2,2,0,176138.218750,70858.304688,64036.611328,73536.496093,125132.898437,74049.666015,99924.828125,260797.898438,1397874.875000,180599.445312
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__79,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,3,3,0,46293.007812,27120.991211,30505.908203,38137.503907,21919857.082031,31010.477539,36747.600586,35500808.226562,410864.250000,82144.738282
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__80,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,4,4,0,41862.048828,25836.267578,56046.589844,60897.310547,95462.402344,58279.666015,29784169.199219,155022.867188,825609.375000,140138.722657
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__81,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,5,5,0,58558.931640,33688.083985,69755.914062,72270.046875,111706.304688,65311.554688,78895.515625,191609.554688,1034639250.000000,171427.437500
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__82,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,6,6,0,67847.279297,37405.030274,81212.500000,79846.945312,127550.011718,76478.722657,91503.609375,222967.039062,953741406.125000,189352.390625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__83,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,7,7,0,70357.074219,38390.400391,81154.343750,80766.906250,132356.308593,78131.699218,93272.496093,228434.640625,702618614.750000,192962.406250
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__84,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,8,8,0,40459836.861328,38231.736328,81080.253906,80184.496093,133344.203125,78967.601563,93774.992188,228304.789062,1232183.875000,192186.929688
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__85,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,9,9,0,69804.892578,37810.649414,81770.691407,79488.843750,133900.382812,80126.578125,41624797.296875,232500.132812,714373688.125000,193307.640625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__86,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,10,10,0,69834.767578,37560.959961,79888.945312,78860.699219,131836.769531,76553.835938,88628.175781,218239.960938,1165353.531250,103999212.492188
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen___L2__87,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen_,unsplit,heater_503,11,11,0,68439.367187,36889.161132,79552.886719,78257.203125,132079.566407,78580.566406,92359.019531,229379.164062,1218327.593750,187988.289062
