vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__129,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,1,0,101685024.000000,171294.750000,2290187.250000,147465.437500,637212.187500,359550.562500,282015.968750,142658125.000000,292154.062500,312767.250000
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__130,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,2,0,102400000.000000,62637.632812,127808.289062,54479.675781,123373.492188,59659.753906,56762.750000,75294.117188,150987.906250,154402.890625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__131,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,3,0,30021072.000000,46715.328125,82821.093750,35193.839844,62961.140625,22284.123047,21241.287109,35427.621094,49516.441406,54168.429688
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__132,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,4,0,5112012.500000,59451.925781,174624.828125,65372.828125,160804.015625,59369.203125,50935.136719,65573.773438,98291.421875,95486.757812
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__133,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,5,0,12977426.000000,70329.671875,215035.703125,67068375.000000,165803.109375,59701.492188,50874.402344,65775.953125,101506.742188,109028.960938
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__134,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,6,0,16545317.000000,82421.117188,297501.437500,75095.335938,201455.828125,69811.835938,59327.925781,72051.789062,111376.984375,114901.257812
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__135,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,7,0,17291820.000000,81946.226562,299327.687500,75493.953125,206077.687500,73352.437500,60462.917969,72173.664062,115289.351562,115523.468750
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__136,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,8,0,19925814.000000,81476.765625,295441.437500,74831.921875,204106.046875,72851.453125,60420.109375,71991.000000,115680.070312,116708.453125
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__137,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,9,0,18729922.000000,80629.921875,294422.093750,74440.242188,203497.609375,72665.343750,60079.792969,71091.367188,116310.765625,117189.289062
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L1__138,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,7,heater_413,10,0,18154016.000000,80326.328125,292906.187500,74116.968750,202411.546875,72851.453125,59701.492188,69640.914062,112552.210938,115133.796875
