vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__60,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,0,0,12277257.000000,39751.554688,299853.593750,34371.644531,103980.500000,82341.585938,79134.468750,36930.179688,103664.710938,112552.210938
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__61,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,1,0,36068244.000000,86691.500000,772538.687500,87581.250000,305762.906250,137486.578125,106113.992188,78987.968750,116152.453125,114978.664062
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__62,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,2,0,39278392.000000,92020.132812,778263.375000,86868.000000,297760.968750,132573.796875,114978.664062,89793.054688,147084.171875,138266.265625
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__63,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,3,0,54533804.000000,104875.054688,956562.375000,97282.921875,340538.750000,150588.234375,120754.718750,92020.132812,157684.015625,165642.187500
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__64,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,4,0,77237480.000000,116628.703125,1116076.250000,100078.187500,355802.656250,150721.218750,118326.789062,92020.132812,159303.046875,163892.453125
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__65,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,5,0,76897624.000000,124817.164062,1395570.750000,109168.445312,416938.125000,184040.265625,144837.343750,104298.226562,185238.781250,183446.796875
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__66,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,6,0,95359768.000000,141592.921875,1890607.000000,120840.218750,490304.031250,227808.671875,176795.578125,113676.734375,216811.343750,214360.484375
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__67,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,7,0,102400000.000000,134772.312500,1521828.000000,106444.906250,399609.750000,152881.453125,98518.375000,75560.804688,81476.765625,73289.437500
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__68,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,8,0,16249938.000000,53489.343750,291157.250000,60937.871094,174803.687500,70387.679688,52761.746094,53388.945312,80402.007812,80935.820312
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__69,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,9,0,18523460.000000,64679.132812,362991.843750,61865.636719,173913.046875,72541.796875,60807.601562,61332.054688,105004.101562,119990.625000
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__70,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,10,0,39243112.000000,98404.765625,804399.062500,88397.789062,310491.218750,143136.703125,113980.406250,87942.289062,151255.546875,137931.031250
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L1__71,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,6,heater_413,11,0,52724056.000000,81946.226562,602884.875000,75762.062500,238639.015625,105719.593750,89698.671875,78120.234375,135306.546875,142420.031250
