vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__40,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,1,1,0,148422.871094,57014.265625,88645942.644531,76030.449218,170526.750000,280014.921875,464545.203125,1476065875.000000,7452395.250000,857251.218750
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__41,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,2,2,0,185407.718750,71669.609375,108206565.273438,98093.632812,202887.593750,303777.078125,496051.234375,1582922875.000000,8363477.750000,443377908.875000
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__42,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,3,3,0,193942.406250,76334.710937,194619.687500,60044486.531250,228644.937500,329437.875000,533562.687500,911458781.500000,9283128.500000,992423500.000000
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__43,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,4,4,0,202998.468750,80061.191407,199948.781250,63106146.093750,241063.000000,334862.578125,537043.109375,838373919.750000,9350019.500000,486974739.718750
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__44,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,5,5,0,203102.585938,79920.371094,201245.437500,117834.417969,253031.179688,337500.421875,541861.093750,924408319.250000,9454628.000000,1003492.781250
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__45,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,6,6,0,200585.226562,79652.863281,200842.320312,66083826.445312,261479.195312,341112.906250,297748720.765625,1796499625.000000,10243999.500000,1030674.531250
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__46,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,7,7,0,199792.406250,79247.195313,198278.929688,119051.460938,265408.789062,339551.312500,291648179.359375,844583669.750000,9593838.500000,999084.500000
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__47,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,8,8,0,108836538.296875,77636.789062,194633.421875,118728.812500,267665.742188,335378.218750,531059.187500,1733540.125000,9318000.000000,506029802.906250
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__48,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,9,9,0,193601.945312,76591.375000,192216.671875,118597.800782,122197020.015625,336233.359375,289669381.671875,849293851.375000,9585779.500000,1001430.187500
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__49,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,10,10,0,190425.976562,76144.519531,190591.460938,117187.550782,271797.914062,332106.656250,524893.937500,823711453.375000,9477366.500000,480811038.093750
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__50,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,11,11,0,189507.851562,75208.125000,186322.710938,115981.914062,269040.046875,188790833.093750,507924.875000,870243039.750000,9188904.500000,947766.000000
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__51,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,12,12,0,183218.179688,73485.177734,108619190.273438,115372.480468,269249.320312,182799368.531250,274979317.500000,1639361.875000,8799611.500000,925378750.000000
BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur__L2__52,Rasur,BME688_2026-06-22_06-30-00_fo6gb2iih6ksbvbm_HP_Exp_3_Rasur,unsplit,heater_503,13,13,0,179346.460938,40461562.500000,107796269.421875,113925.410157,122547271.671875,318982.500000,500482.250000,851817951.750000,9053878.500000,936400.000000
