vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__23,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,0,0,0,193868.828125,5684.846191,29141.165039,5684.846191,10718.127442,26482.711914,33655.567382,7763.605957,61769.207031,100882.132812
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__24,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,1,1,0,12279071.500000,65235.798828,291758672.593750,62145.978515,224737.851562,164288.718750,147694.648438,67644.324218,66921948.398438,154671.390625
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__25,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,2,2,0,28434781.000000,92192.015625,562616395.125000,41614377.816406,320784.531250,212162.531250,178375.945312,87268.886719,163769.125000,182086.968750
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__26,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,3,3,0,42564775.000000,107711.136719,699056894.875000,97424.613281,378947.125000,235917.773438,199805.960938,99235.437500,184163.179688,205711.156250
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__27,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,4,4,0,51162398.000000,115661.074218,680261556.875000,101662.667969,400480.328125,232395.851562,191208.257812,102759.746094,199346.359375,215785.984375
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__28,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,5,5,0,59302792.000000,120645.152344,736741890.625000,52716052.750000,419047.531250,118282843.820312,96941039.804688,105921.359375,209704.687500,224070.890625
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__29,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,6,6,0,62896090.000000,122418.386719,1330307.625000,105623.164063,425364250.000000,238489.054688,195114.390625,107687.464844,212760.085938,228421.023438
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__30,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,7,7,0,65956512.000000,61174483.066406,760661815.375000,52946085.394531,427182.703125,236325.984375,190965.398438,107967.812500,215855.828125,230813.242188
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__31,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,8,8,0,70914268.000000,124620.066407,597868186.000000,52946730.929688,429846.156250,237202.242188,189692.109375,108034.000000,219324.703125,233502.898438
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__32,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,9,9,0,71852310.000000,125202.839843,609575555.375000,107320.164062,426678.968750,235762.703125,188535.460938,108618.980468,222463.984375,234704.890625
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__33,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,10,10,0,74815294.000000,125899.285157,610666854.375000,107316.554688,429938875.000000,232900.796875,184061.664062,108102.433594,221813.273438,236573.859375
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__34,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,11,11,0,75961256.000000,125955.468750,1363701375.000000,52946525.402344,429110.875000,236001.898438,93625581.476562,108200.191407,224512.265625,239141.648438
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__35,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,12,12,0,78539934.000000,125844.832032,1376339.625000,107017.792968,220517520.406250,231373.007812,182591.367188,107996.214843,223852.515625,238973.281250
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__36,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,13,13,0,74403656.000000,124335.066406,1296979.250000,104332.300782,415132.296875,221817.015625,88391193.132812,105396.421875,221076.492188,238905.015625
BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur__L2__37,Rasur,BME688_2026-06-19_07-38-04_mufpzvgtzjv57lym_HP_Exp_3_Rasur,unsplit,heater_413,14,14,0,77435626.000000,124095.613282,1308627375.000000,104182.121094,412060.296875,215554.390625,169497.882812,100282.769532,102651420.093750,216901.054688
