vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__76,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,1,1,0,93647732.156250,87788.207031,189713.921875,125678.906250,238573.726562,196504.078125,272967.421875,428051270.656250,5116292.500000,639893.500000
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__77,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,2,2,0,167879.585938,41727665.976562,135322.757812,111008.445312,200610.359375,163429.039062,225477.617188,309715169.875000,4000147.500000,272577255.265625
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__78,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,3,3,0,136876.238281,65772.429688,153280.671875,120269.722657,232677.515625,191504.320312,257027.960938,391061442.625000,4592636.000000,275901004.296875
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__79,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,4,4,0,125726.875000,60699.113282,65878113.777344,48976219.902344,98037148.023438,126755.277343,151595.671875,423791.750000,2402247.625000,334410.781250
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__80,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,5,5,0,102137.542969,52000.396485,68409802.750000,105541.695312,192343.414062,132230.632812,160609.484375,216221126.531250,2576538.625000,346163.718750
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__81,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,6,6,0,101313.699218,51207.853515,112577.574218,101175.410156,179963.164062,119255.253907,141219.613281,376816.046875,2201331.875000,300810.250000
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__82,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,7,7,0,93885.882812,48139.017578,61158005.316406,96668.527343,93615483.617188,119482.730468,146223.625000,402646.750000,1041654566.625000,147634024.921875
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__83,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,8,8,0,95188.988281,48370.519531,104752.062500,95426.328125,168156.179688,113653.707032,75825444.523438,377723.875000,970648181.250000,302726.234375
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__84,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,9,9,0,93703.906250,47492.378907,106008.750000,94484.496094,172277.203125,115072.875000,139372.066407,377006.906250,2146415.250000,302224.500000
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__85,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,10,10,0,92654.425781,46705.042969,103927.257812,93328.476563,170955.734375,114832.242187,140080.113281,374874.078125,962508567.250000,300733.406250
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__86,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,11,11,0,91044.527344,46093.302735,58598183.226562,91854.984375,165474.554688,110006.414062,130963.812500,337267.781250,891469678.625000,266978.117188
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__87,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,12,12,0,80716.238282,42439.181640,88920.792968,82894.078125,76439592.398438,90071.343750,109452.152344,149271835.046875,682639495.875000,235642.445312
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__88,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,13,13,0,42856424.072265,39609.498047,87812.757812,81203.718750,135881.179688,79580.777344,41621396.542969,228069.140625,1236976125.000000,197057.531250
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__89,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,14,14,0,67952.923828,36403.030274,77399.910156,74908.148437,126246.960938,73236.142578,89248.269532,225093.250000,522886826.625000,197043.546875
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__90,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,15,15,0,68622.201171,36385.447265,81179.914062,76510.695312,132410.109375,87725.855469,107433.304688,148360326.046875,710988765.250000,102669206.671875
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__91,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,16,16,0,73507.410157,38165.882812,85651.277344,78803.953125,140318.265625,89494.292969,108721.253907,277561.679688,1541387.625000,231904.148438
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__92,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,17,17,0,75399.291015,38898.439454,88524.394532,80390.128906,144166.453125,92312.277343,112110.976563,286779.156250,1605385.625000,108672432.375000
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__93,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_503,18,18,0,75033.833985,21912293.130860,87301.265625,80022.007812,142116.281250,79543.500000,74593.738282,170959.015625,942367.531250,152145.250000
