vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__33,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,0,0,0,175615.375000,8616.552246,71341.820313,11609.906250,29732.924804,64116.980468,88820.480468,25845.724609,163035.867188,243751.718750
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__34,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,1,1,0,14106851.000000,69259866.679688,888068.437500,119457.070313,213095022.921875,158429893.171875,282954.531250,60784823.398438,260021.023438,296989375.000000
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__35,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,2,2,0,17339736.500000,156099.648438,912370.687500,128974.621094,444882.015625,335304.937500,156674273.546875,138828.140625,268591.203125,134912165.000000
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__36,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,3,3,0,16277938.500000,152470.781250,780534.375000,121595.746094,410096375.000000,281922.656250,264076.625000,131038.457031,281772.859375,292352.515625
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__37,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,4,4,0,17836498.000000,154701.875000,785484.937500,62651139.425781,408236.750000,135665298.140625,254292.062500,128085.640625,260083.195312,269889.796875
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__38,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,5,5,0,15232812.000000,147887.828125,714228.468750,60778052.703125,391812.265625,272256.375000,249821.804688,126453.839844,271815.656250,278791.109375
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__39,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,6,6,0,16029078.000000,146942.460938,327537444.031250,116552.175782,194427810.718750,265886.070312,242601.148438,124229.253906,272127.265625,280807.234375
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__40,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,7,7,0,16243774.500000,146508.562500,705099.156250,114061.953125,380778.890625,259913.226562,237393.804688,123053.371093,272621.453125,281772.859375
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__41,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,8,8,0,16112541.000000,143907.937500,315441869.781250,111175.707031,359173.796875,113722764.421875,207997.562500,112881.199219,241933.789062,248371.867188
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__42,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,9,9,0,12842898.500000,132371.652343,321578524.875000,104315.515625,332426.890625,117377874.976562,203869.601562,109349.515625,228671.406250,229650.453125
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__43,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,10,10,0,11057538.500000,126180.363281,549847.390625,99517.894532,315525.187500,212106.796875,191413.773438,105841.621094,234820.625000,238786.585938
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__44,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,11,11,0,11493343.500000,126032.058594,554338.265625,100312.000000,318203.828125,219596.757812,198510.750000,108243.828125,239436.828125,245382.242188
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__45,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,12,12,0,12453674.500000,129229.003906,578280.468750,48972846.875000,324284.171875,223620.210938,206203.148438,109490.640625,244846.781250,122179617.156250
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__46,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,13,13,0,12927599.000000,129640.332031,568365000.000000,96078.550781,294755.140625,145491.148438,76437287.121094,89275.863281,153428.210938,174372.335938
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__47,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,14,14,0,7211918.500000,108262.468750,393243.968750,81052.867188,116119745.875000,151309.398438,152915.054688,91841.691406,210675.960938,204228.820312
BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2)__L2__48,Deospray,BME688_2026-06-08_15-21-04_nzz7v8xkp0bd5qmp_HP_Exp_3_Deo_sprühen_(2),unsplit,heater_412,15,15,0,8367388.500000,109350.316407,230929684.453125,87053.136718,270401.921875,187982.570312,177432.984375,99515.894531,221187000.000000,242787.312500
