vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__19,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,0,0,0,11222091.000000,40661.746094,287746.453125,34681.720703,103139.101562,83028.214844,81179.718750,37490.060547,104724.917969,112367.253907
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__20,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,1,1,0,31239038.000000,86779.750000,707574.656250,87626.242188,300346.890625,139072.960938,107676.156250,79469.000000,114501.175782,113287.066406
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__21,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,2,2,0,32632059.000000,89532.679687,690308.156250,85916.574219,286035.593750,129763.218750,113506.835937,88732.144532,146022.265625,135730.429688
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__22,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,3,3,0,44893584.000000,103925.863282,862161.218750,96572.558593,330469.625000,150654.726562,122153.421875,92020.132812,155488.710938,163603.671875
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__23,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,4,4,0,63956456.000000,116788.539062,1021701.250000,99584.285156,350408.062500,152145.250000,119884.457031,91675.425781,156436.164062,160497.929688
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__24,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,5,5,0,62314798.000000,120405.863281,1220768.000000,107906.445312,403145.875000,183155.765625,146407.109375,103451.718750,183657.796875,182956.468750
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__25,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,6,6,0,80131480.000000,138827.289062,1674388.562500,120163.398438,473417.734375,228113.570312,176979.101562,113790.535157,213798.835938,213625.148438
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__26,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,7,7,0,91679308.000000,133314.562500,1387022.250000,108264.378906,400549.828125,163842.570312,110284.218750,82071.058594,92728.632812,74830.875000
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__27,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,8,8,0,14703567.500000,52197.048828,249495.812500,58888.119141,163231.226562,69510.195313,53277.279297,53026.503906,76410.339843,78585.835937
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__28,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,9,9,0,15577844.000000,62232.140625,311247.570312,59295.326172,161331.882812,68367.187500,57995.955078,58767.015625,94195.863281,110034.406250
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__29,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,10,10,0,29512289.000000,91474.507812,672812.625000,84399.898437,282292.757812,131563.664062,110580.324219,87716.871093,150988.382812,142129.273438
BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray__L2__30,Deospray,BME688_2026-08-22_12-43-43_fpd81j2s7c10t73u_Deospray,unsplit,heater_413,11,11,0,46658094.000000,82223.515625,535019.078125,76412.035156,239818.445312,105040.800781,86789.046875,76907.542968,130061.855468,133939.738281
