vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__72,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,1,0,21347232.000000,78987.968750,935587.000000,73101.085938,282249.187500,212889.812500,191616.765625,78696.585938,150455.484375,177162.625000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__73,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,2,0,44206408.000000,110440.031250,1368984.000000,98291.421875,389131.687500,260692.468750,222608.703125,100727.914062,191401.875000,214225.937500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__74,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,3,0,67877784.000000,128869.875000,1692562.000000,110583.156250,461157.406250,289183.843750,240150.093750,111888.109375,216261.875000,234378.578125
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__75,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,4,0,82721360.000000,138042.593750,1858439.250000,116628.703125,488899.500000,300645.906250,246925.484375,116788.320312,230267.593750,249817.031250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__76,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,5,0,96625136.000000,141592.921875,1933443.500000,120498.937500,504806.500000,299853.593750,242884.250000,118655.851562,239308.250000,258129.562500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__77,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,6,0,98034408.000000,145578.625000,2017734.000000,122050.062500,515869.031250,302779.406250,243925.671875,119738.070312,245681.375000,263510.031250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__78,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,7,0,102400000.000000,148362.796875,2111340.250000,122576.007812,515479.500000,304128.312500,246035.562500,120754.718750,254094.296875,272557.906250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__79,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,8,0,102400000.000000,150455.484375,2196246.750000,124543.906250,531533.875000,311340.843750,251844.562500,123284.375000,259306.156250,277883.312500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__80,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,9,0,102400000.000000,152335.609375,2248696.250000,126108.375000,536969.062500,315659.687500,250734.578125,123731.273438,262496.781250,279705.000000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__81,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,10,0,102400000.000000,152471.703125,2278720.500000,124181.421875,534446.750000,311057.093750,247462.546875,121875.742188,261091.281250,280855.718750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__82,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,11,0,102400000.000000,152471.703125,2254265.250000,124725.945312,535704.937500,312195.125000,250550.531250,122576.007812,266389.187500,284840.062500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__83,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,7,heater_413,12,0,102400000.000000,154402.890625,2315432.500000,126201.625000,536547.000000,313629.406250,247283.265625,123017.781250,265560.156250,286995.531250
