vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__0,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,1,0,9017061.000000,96567.335938,115680.070312,865595.937500,593451.187500,498175.625000,89229.695312,178646.203125,218896.968750,245858.343750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__1,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,2,0,18123894.000000,138603.140625,163265.312500,1388474.625000,862860.750000,674349.687500,122488.039062,245328.218750,278563.656250,297760.968750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__2,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,3,0,24975610.000000,163109.265625,196469.687500,1724631.625000,1024000.000000,772101.812500,138266.265625,283892.437500,309365.562500,328415.656250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__3,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,4,0,29316036.000000,174803.687500,211177.562500,1866059.250000,1085033.125000,814962.187500,146202.171875,300381.343750,332575.500000,347826.093750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__4,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,5,0,31583614.000000,179397.343750,220594.578125,1979700.375000,1125274.750000,844187.937500,148750.718750,313917.843750,347826.093750,360690.375000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__5,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,6,0,33886248.000000,193244.015625,228571.421875,2043402.375000,1159682.875000,866145.062500,152881.453125,326530.625000,361837.468750,384528.718750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__6,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,7,0,36642996.000000,198295.890625,234862.390625,2129451.500000,1210044.375000,888117.937500,154682.781250,337842.281250,379821.968750,396591.781250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__7,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,8,0,38516604.000000,202291.578125,237973.500000,2203335.250000,1239709.500000,907600.250000,158122.296875,342933.687500,384962.406250,398676.281250
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__8,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,9,0,39207896.000000,202052.093750,239812.640625,2194481.750000,1244228.375000,899824.250000,158415.843750,345712.343750,389798.250000,404104.187500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__9,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,0,heater_322,10,0,40329848.000000,201932.562500,239476.140625,2206896.500000,1234106.625000,902799.187500,157103.406250,349249.656250,392939.375000,407481.093750
