vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__51,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,0,2,10489117.000000,108889.835938,39640.753906,6814.310059,16994.158203,39239.730469,55834.242188,15041.127930,114362.296875,195905.875000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__52,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,1,0,10489117.000000,108889.835938,730645.750000,93910.492188,321608.031250,296983.750000,289429.062500,105785.125000,242539.078125,289920.718750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__53,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,2,0,19781466.000000,146831.093750,990568.312500,119402.984375,442046.187500,359550.562500,336178.593750,130545.640625,302243.218750,336178.593750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__54,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,3,0,25816820.000000,164842.234375,1084171.500000,130147.429688,485078.156250,381947.031250,347118.656250,140197.156250,329048.843750,362991.843750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__55,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,4,0,28832380.000000,171985.218750,1105234.750000,133507.171875,500366.468750,386050.906250,350684.937500,143982.000000,348892.687500,389575.812500
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__56,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,5,0,31402012.000000,176066.031250,1137461.875000,136170.218750,515869.031250,398676.281250,358041.968750,147211.046875,366106.531250,403149.593750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__57,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,6,0,34285116.000000,179397.343750,1166619.250000,136825.234375,521384.937500,401018.218750,357292.406250,147848.687500,375848.781250,411410.218750
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__58,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,7,0,35802240.000000,179775.281250,1158698.750000,136606.187500,516259.125000,396131.531250,354325.250000,147592.968750,384962.406250,415922.000000
BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray__L1__59,Raumspray,BME688_2026-08-22_11-59-05_p6t91vjghspbpyh2_Raumspray,unsplit,5,heater_412,8,2,36247788.000000,180154.828125,1165623.250000,135737.015625,519796.968750,395672.343750,351769.156250,147465.437500,384962.406250,415922.000000
