vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__15,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,1,1,0,75767096.000000,142945.640625,1796648125.000000,129709.035156,542870.171875,304314.453125,251708.281250,131111.847656,239964.117188,261267.984375
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__16,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,2,2,0,86914440.000000,73367414.960938,1989457.125000,135179.078125,269635255.031250,308006.968750,248733.250000,135077.992188,254347.203125,269976.187500
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__17,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,3,3,0,88756448.000000,152813.445312,1919293.500000,132818.609375,561364.125000,301605.578125,241688.187500,133861.062500,260891.085938,274249.078125
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__18,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,4,4,0,90870704.000000,153739.695312,811704803.375000,132769.621093,268361093.875000,147618868.718750,238476.476562,132812.234375,266282.656250,279427.078125
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__19,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,5,5,0,93645596.000000,153546.070312,813638855.125000,131327.933593,566450.843750,299966.234375,237574.664062,131926.703125,135652989.406250,283215.718750
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__20,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,6,6,0,95586048.000000,151015.976562,810251345.625000,129402.875000,552158.328125,296181.765625,236167.898438,130770.527343,269854.734375,285316.609375
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__21,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,7,7,0,95858264.000000,150590.773438,816062080.125000,127579.664062,543477.328125,293618.234375,231834.234375,128070.097657,132403270.953125,283665.984375
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__22,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,8,8,0,96319448.000000,146557.031250,811684890.250000,64496093.734375,278135343.015625,288380.062500,229340.242188,126774.121093,266059.476562,281531.546875
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__23,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,9,9,0,95007488.000000,145219.601562,1794262750.000000,123018.312500,518231.625000,281711.937500,223709.835938,124595.359375,264737.148438,283356.500000
BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur__L2__24,Rasur,BME688_2026-06-08_08-43-51_bmjwvwb4jh52qf5v_HP_Exp_3_Rasur,unsplit,heater_413,10,10,0,95139660.000000,74315635.296875,758104854.500000,58615725.503906,264974452.031250,133542208.093750,214500.609375,122151.480469,134478084.929688,264941.953125
