vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__11,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,0,0,0,897651537.500000,27294.458985,236495.171875,28112.707031,79825.398437,141106.781250,173559.500000,46715.550781,170033.546875,250838.921875
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__12,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,1,1,0,18649976.000000,66926272.609375,1077262.718750,58531330.355469,410978.843750,374116.562500,370182.468750,132516.878906,286157.484375,333908.703125
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__13,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,2,2,0,30566856.000000,166171.390625,1367284625.000000,136155.945312,493377.562500,208685187.453125,400049.390625,150429.617188,333763.375000,374282.781250
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__14,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,3,3,0,36186317.000000,177994.929688,740026541.500000,142141.593750,519521.765625,208557937.453125,399704.421875,155680.179688,357698.593750,393041.453125
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__15,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,4,4,0,39224104.000000,180261.265625,681102951.625000,143036.445312,266436862.796875,424110.593750,399945.671875,157921.820312,372662.656250,198731896.375000
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__16,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,5,5,0,44044730.000000,189662.718750,781180640.625000,145293.070312,534807.687500,215107264.796875,397570.109375,157877.835938,182271267.500000,410506.031250
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__17,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,6,6,0,43138778.000000,187226.046875,729721087.375000,73421908.328125,522810.046875,412433.328125,382428.375000,155994.875000,194859865.765625,411416.234375
BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen___L2__18,Zähneputzen,BME688_2026-07-19_23-10-29_u1i9bhwgsl09ll64_HP_Exp_3_Bad_Zähne_putzen_,unsplit,heater_412,7,7,0,46045724.000000,97541089.132812,1414680.375000,74057739.070312,261755843.625000,413829.218750,389424.500000,156294.382812,197339631.921875,415414.343750
