vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__50,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,0,0,22536452.000000,44896.527344,571588.062500,40314.960938,137819.656250,150987.906250,155386.953125,50039.093750,169761.265625,207455.421875
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__51,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,1,0,80289128.000000,122312.468750,1961216125.000000,107450.156250,461781.281250,289920.718750,236325875.000000,107857.593750,214900.312500,240997875.000000
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__52,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,2,0,102400000.000000,133716375.000000,2250549.500000,114592.656250,504806.500000,303317.531250,247642.078125,113828.367188,235348.203125,256770.312500
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__53,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,3,0,102400000.000000,139623.671875,2413671.250000,117512.046875,524993.562500,313054125.000000,249451.890625,117350.445312,244100125.000000,263306.750000
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__54,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,4,0,102400000.000000,143016.765625,2518290.750000,120754.718750,540797.437500,314786.343750,248724.796875,118491.093750,251658.890625,274973.156250
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__55,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,5,0,102400000.000000,144469.531250,2607256.500000,121269.539062,545987.750000,317126.031250,250366.750000,118491.093750,256577.296875,277657.281250
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__56,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,6,0,102400000.000000,148105.296875,2676249.500000,121097.445312,545551.437500,318606.093750,250000.000000,118491.093750,260493.515625,281087.031250
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__57,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,7,0,102400000.000000,147720.718750,2673629.250000,120498.937500,543813.062500,318308.968750,250550.531250,118903.851562,261291.140625,286273.406250
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__58,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,8,0,102400000.000000,148233.937500,2692080.250000,120159.585938,539515.250000,316537875.000000,246390.765625,117593.015625,263713625.000000,286273.406250
BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen__L1__59,Zähneputzen,BME688_2026-07-16_21-00-32_7vs92nosv775dsi8_HP_Exp_3_Bad_Zähneputzen,unsplit,6,heater_413,9,0,102400000.000000,147084.171875,2655429.500000,119236.140625,538239.187500,313629.406250,246035.562500,117674.101562,264941.781250,288207.156250
