vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__22,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,0,0,0,1799229.750000,28801.690430,217938.695312,27825.321289,78642.933593,137155.906250,164938.875000,45019.468750,75841123.648438,211462.640625
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__23,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,1,1,0,9926386.500000,109208.300782,675738.218750,92770.292968,313459.609375,301346.093750,299746.500000,53849312.167969,238807.835938,136744790.640625
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__24,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,2,2,0,15151463.000000,132379.617188,805256.375000,110884.027343,383479.640625,336565.312500,327779.343750,61841737.203125,279594.250000,311217.593750
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__25,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,3,3,0,18862655.000000,143413.750000,863912.500000,118532.742188,417570.437500,352216.390625,337221.734375,134999.964844,307741.312500,337385.046875
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__26,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,4,4,0,21481824.000000,150699.351562,897176.125000,122391.054688,435574.640625,358576.062500,342415.734375,72856539.390625,324592.625000,354758.187500
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__27,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,5,5,0,23921561.000000,155161.031250,927528.625000,124280.097657,443469.359375,360470.312500,342717.796875,73737093.328125,165812117.796875,367992.750000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__28,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,6,6,0,25285806.000000,157262.476562,953009.000000,125252.378906,227121372.203125,362873.656250,343704.437500,143303.953125,345611.843750,187910386.031250
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__29,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,7,7,0,26533864.000000,159546.031250,968902.218750,126643.273438,224889431.000000,367506.406250,345374.812500,143444.195312,350444.609375,386811.343750
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__30,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,8,8,0,27586244.000000,160002.453125,979929.843750,126909.675782,453578.734375,368820.062500,345796.234375,143620.578125,354846.718750,199064003.265625
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L2__31,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,9,9,0,28258605.000000,160807.062500,985010.812500,126593.460938,224888355.968750,366836.000000,343568.531250,143628.984375,359987.343750,394183.968750
