vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__38,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,1,1,0,157994.765625,62729.927735,160822.070312,79733.070312,173066.140625,280463.468750,458384.906250,1430179250.000000,7397578.500000,837910.625000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__39,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,2,2,0,186780.562500,74506.591797,188990.171875,100438.800782,206984.750000,132031975.000000,272563482.593750,814742549.125000,8452245.000000,467913807.125000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__40,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,3,3,0,195952.117188,78455.992187,197784.273438,110301.804688,227358.343750,320318.687500,517886.734375,1659512875.000000,8939377.000000,464779235.593750
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__41,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,4,4,0,201032.351562,81015.312500,198573.429688,114402.929687,237942.093750,325640.640625,516773.859375,1645109.375000,8953679.500000,952877.750000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__42,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,5,5,0,200595.804688,80868.531250,202571.273438,118963.628906,252882.070312,335269.734375,532325.406250,835789410.375000,9461085.500000,998668.843750
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__43,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,6,6,0,201707.726562,81412.117187,202463.382812,119450.941407,257939.906250,333870.531250,519713.671875,1674807.375000,9249240.000000,959002.531250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__44,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,7,7,0,196179.164062,79613.050782,199375.437500,66703446.566406,263296.289062,190901655.421875,520855.078125,813902870.875000,9313076.500000,964809.531250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__45,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,8,8,0,193641.468750,78678.304687,196611.328125,121218.539062,267895.218750,334993.968750,284841201.515625,821718963.125000,9456162.000000,970928.031250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__46,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,9,9,0,193230.703125,78408.082031,195535.804688,66912184.546875,268866.726562,331280.234375,514567.390625,1657060.000000,9305702.000000,958651.656250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__47,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,10,10,0,190423.437500,77226.179688,195076.640625,66912218.738281,147972688.468750,333408.750000,517283.671875,1680153.125000,9408149.500000,964669.906250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__48,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,11,11,0,190868.960938,77041.992188,193099.210938,120335.191407,274939.109375,334804.109375,517536.812500,1680865.375000,9472195.000000,970415.531250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__49,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,12,12,0,189478.359375,76616.101562,192426.851562,120078.617188,275650.117188,332668.500000,517469.921875,1678533.875000,9427258.500000,959280875.000000
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__50,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,13,13,0,102751733.789062,76050.714843,190148.148438,119199.730468,277270.804688,333455.156250,521502.828125,1698538.875000,9527001.500000,491133715.531250
BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur__L2__51,Rasur,BME688_2026-06-25_05-46-09_8g93jctwzpndtn46_HP_Exp_3_Bad_Rasur,unsplit,heater_503,14,14,0,185136.429688,74930.273438,182143.640625,116986.554688,270133.531250,295415.375000,462089.687500,1474985.875000,8301132.000000,451518505.406250
