vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__55,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,1,1,0,255481.898438,101730.777343,223096.398438,142348.875,324348.296875,387024.890625,660517.75,2299911.5,15544600,1488374.0625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__56,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,2,2,0,176138.21875,70858.304688,64036.611328,73536.496093,125132.898437,74049.666015,99924.828125,260797.898438,1397874.875,180599.445312
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__57,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,3,3,0,46293.007812,27120.991211,30505.908203,38137.503907,46439.894531,31010.477539,36747.600586,79202.789062,410864.25,82144.738282
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__58,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,4,4,0,41862.048828,25836.267578,56046.589844,60897.310547,95462.402344,58279.666015,67228.386719,155022.867188,825609.375,140138.722657
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__59,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,5,5,0,58558.93164,33688.083985,69755.914062,72270.046875,111706.304688,65311.554688,78895.515625,191609.554688,1034639.25,171427.4375
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__60,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,6,6,0,67847.279297,37405.030274,81212.5,79846.945312,127550.011718,76478.722657,91503.609375,222967.039062,1471441.8125,189352.390625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__61,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,7,7,0,70357.074219,38390.400391,81154.34375,80766.90625,132356.308593,78131.699218,93272.496093,228434.640625,1229518.4375,192962.40625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__62,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,8,8,0,70703.923828,38231.736328,81080.253906,80184.496093,133344.203125,78967.601563,93774.992188,228304.789062,1232183.875,192186.929688
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__63,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,9,9,0,69804.892578,37810.649414,81770.691407,79488.84375,133900.382812,80126.578125,94431.734375,232500.132812,1249963.1875,193307.640625
BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min__L2__64,Deospray,BME688_2026-06-08_12-09-49_gtxhsq429d6t7qkt_HP_Exp_3_Deo_sprühen__10.0min,unsplit,heater_503,10,10,0,69834.767578,37560.959961,79888.945312,78860.699219,131836.769531,76553.835938,88628.175781,218239.960938,1165353.53125,185942.179688
