vector_id,label,session,category,heater_profile_id,cycle_id_a,cycle_id_b,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__22,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,0,0,0,82426.042968,5684.846191,36058.423828,6087.143067,14984.065430,35912.869140,51725.367188,13690.651367,101259.933594,176108.195312
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__23,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,1,1,0,10473104.000000,99788.378906,359167186.593750,87090.753906,295627.703125,297519.765625,299905.656250,104729.171875,236085.460938,285914.984375
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__24,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,2,2,0,20813755.000000,140774.773438,1068187.500000,118211.558594,210735933.796875,373752.593750,364390.750000,135463.988282,301868.312500,339544.046875
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__25,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,3,3,0,31248363.000000,164645.453125,657444486.125000,133104.542969,481654.093750,201428450.000000,392881.359375,149492.539062,338180.000000,376793.703125
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__26,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,4,4,0,34521522.000000,174512.164062,1296401.750000,137600.085938,501969.078125,418811.625000,396012.703125,153629.890625,358119.187500,397417625.000000
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__27,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,5,5,0,37754402.000000,178124.968750,646358088.000000,140641.171875,509222.859375,418899.906250,396642.937500,74326567.421875,372605.843750,405463.062500
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__28,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,6,6,0,36812044.000000,174096.960938,622693045.625000,136059.304688,241759804.250000,405366.796875,379730.640625,152720.687500,379545.375000,409358.546875
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__29,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,7,7,0,37308648.000000,175952.039062,575120323.125000,136062.382812,493882.250000,402164.046875,376217.218750,152952.492188,387532.890625,207417118.281250
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__30,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,8,8,0,39667942.000000,177174.851562,1252867375.000000,136962.054688,500344.390625,407151.375000,379606.484375,154059.046875,392153.140625,218406292.093750
BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray__L2__31,Raumspray,BME688_2026-07-20_15-29-19_elliogpuyyxdfayw_HP_Exp_3_Bad_Raumspray,unsplit,heater_412,9,9,0,39227880.000000,85227306.890625,1246611.625000,135677.109375,495526.609375,402957.921875,372772.421875,152083.210938,393661.312500,424066.328125
