vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__60,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,0,2,18414162.000000,79725.945312,168089.296875,18513.162109,52085.453125,81244.046875,90172.593750,26896.406250,102481.984375,131551.906250
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__61,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,1,0,18414162.000000,79725.945312,719101125.000000,72234.765625,262295.093750,174268.203125,153846.156250,76235.851562,144714.531250,162798.093750
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__62,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,2,0,29276748.000000,94013.953125,845233.187500,82660.640625,304943.406250,193025.453125,162333.546875,86079.351562,162179.281250,178086.953125
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__63,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,3,0,35196564.000000,99727.304688,910020.000000,86956.523438,323130.312500,196469.687500,164365.968750,89698.671875,173383.000000,184438.046875
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__64,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,4,0,39420152.000000,102359.054688,934306.562500,88397.789062,329366.343750,196243.765625,161412.359375,90459.367188,178086.953125,194787.906250
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__65,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,5,0,42611184.000000,103101.085938,923562.562500,87851.750000,326530625.000000,193134.671875,159601.000000,90459.367188,180727.140625,196809.531250
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__66,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,6,0,42694464.000000,102420.484375,910020.000000,86779.664062,324667.093750,187271.390625,157538.468750,89604.476562,181689.140625,197607.093750
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__67,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,7,0,43458884.000000,101992.031250,910020.000000,86253.367188,321003125.000000,183842.015625,154263.328125,88950.664062,182271.265625,198873.562500
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__68,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,8,0,44251180.000000,101265.820312,888696.000000,85390.257812,316537875.000000,184040.265625,155528.546875,88581.312500,181110.718750,200509.109375
BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur__L1__69,Rasur,BME688_2026-06-28_17-05-20_mpkj4wexte0077bm_HP_Exp_3_Bad_Rasur,unsplit,7,heater_413,9,0,45590260.000000,99902.437500,919829.312500,84628.101562,318606.093750,181303.109375,154124.015625,87581.250000,183249.828125,198989.500000
