vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__60,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,1,0,102400000.000000,166449.937500,3152588.000000,144714.531250,636617.937500,414910.843750,330642.562500,141946.218750,281783.156250,305489.250000
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__61,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,2,0,102400000.000000,173383.000000,3195007.750000,145207.031250,651192375.000000,408212.093750,328731.937500,143377.203125,296210.593750,318903.781250
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__62,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,3,0,102400000.000000,174268.203125,3181977.000000,143860.640625,648101.250000,405544.562500,321305.312500,141592.921875,301176.468750,325596.187500
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__63,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,4,0,102400000.000000,174624.828125,3229010.750000,142897.015625,640801.000000,401253.906250,317420.968750,140775.359375,303317.531250,329366.343750
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__64,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,5,0,102400000.000000,172856.171875,3234748.250000,140891.578125,634252.062500,396822.312500,312767.250000,138828.640625,304128.312500,328415.656250
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__65,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,6,0,102400000.000000,171812.078125,3178273.500000,138042.593750,622681.687500,389131.687500,306586.812500,136825.234375,306311.687500,327784.906250
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__66,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,7,0,102400000.000000,169088.500000,3178273.500000,136715625.000000,609886.812500,383018.500000,302779.406250,134559.796875,304399.531250,329048.843750
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__67,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,8,0,102400000.000000,166612.437500,3076229.750000,134347.937500,599180.812500,376263.093750,296983.750000,132883.468750,301708.906250,326530625.000000
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__68,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,9,0,102400000.000000,163421.640625,2888575.500000,132676.859375,589352.500000,363765.531250,291654.812500,131551.906250,299590.406250,325285.906250
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__69,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,7,heater_413,10,0,102400000.000000,163109.265625,2903934.750000,131450.578125,584808.687500,361454.281250,290909.093750,130246.757812,301176.468750,330003.218750
