vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__0,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,1,0,42445596.000000,199454.609375,233416.906250,2175252.250000,1385656.250000,1160668.750000,171123.000000,332251.781250,379189.031250,393392.250000
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__1,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,2,0,55538984.000000,215306.984375,249817.031250,2407287.750000,1502567875.000000,1156735375.000000,175522.796875,355432.156250,395443125.000000,414155.718750
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__2,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,3,0,62489632.000000,220880.062500,256770.312500,2486191.250000,1574476.250000,1218684875.000000,178086.953125,376470.593750,415922.000000,431703.218750
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__3,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,4,0,64000000.000000,221309.703125,261491.312500,2474924.500000,1549461.000000,1165623.250000,176978.921875,367288375.000000,415415.812500,432797.968750
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__4,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,5,0,61826416.000000,218057.921875,256770.312500,2439547.250000,1534657125.000000,1180743.750000,174446.343750,377094.468750,423928.781250,437793.937500
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__5,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,6,0,68302240.000000,221885.156250,259109.312500,2470446.250000,1566348.000000,1208972875.000000,175342.468750,381733.468750,423665.687500,438074875.000000
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__6,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,7,0,62985104.000000,215988.187500,251658.890625,2375870.000000,1470736125.000000,1125274.750000,170951.593750,378558.218750,424192.218750,440619625.000000
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__7,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,8,0,66737272.000000,217363.609375,253905.281250,2422235.250000,1519287875.000000,1142219.750000,169256.203125,378768.250000,421572.656250,434450.562500
BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen__L1__8,Zähneputzen,BME688_2026-07-15_06-02-20_3lpikz6jqpn9fyxm_HP_Exp_3_Bad_Zähneputzen,unsplit,0,heater_322,9,0,57702840.000000,206701.656250,246390.765625,2317397.500000,1381450.250000,1029404375.000000,162488.093750,366499.656250,420793.093750,435559.343750
