vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__44,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,1,0,180918.734375,76853.796875,198295.890625,102420.484375,213288.890625,318903.781250,491716.687500,1520133625.000000,8856216.000000,889854.437500
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__45,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,2,0,205457.468750,86515.710938,221597.062500,123195.382812,248001.937500,339185.156250,514314.406250,1586367125.000000,9855038.000000,914285.687500
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__46,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,3,0,208469.062500,89229.695312,227505.000000,134559.796875,272123.312500,346766.000000,513927.218750,1600312.500000,9595315.000000,916126125.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__47,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,4,0,205210.421875,88858.039062,231203.437500,140775.359375,287721.281250,348180.906250,511616.281250,1585446125.000000,9545004.000000,911843.250000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__48,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,5,0,202171.765625,88765.601562,229957.328125,142182.734375,300117.218750,348536.406250,517433.062500,1596569875.000000,9908679.000000,926696.812500
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__49,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,6,0,204106.046875,88765.601562,229339.312500,146453.093750,307138.562500,356918.781250,519401.468750,1651612875.000000,10026928.000000,942042.312500
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__50,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,7,0,202531.640625,88215.023438,229031.531250,146831.093750,316244.593750,358794.687500,525802.312500,1655618375.000000,10119827.000000,959925.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__51,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,8,0,202411.546875,89043.476562,229031.531250,145952.109375,319202.000000,359172.218750,527835.062500,1657628.500000,10204921.000000,957904.562500
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__52,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,9,0,201455.828125,88858.039062,228418.468750,147084.171875,325285.906250,361454.281250,526207625.000000,1689420.500000,10262449.000000,977099.250000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__53,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,2,heater_503,10,0,200273.812500,88215.023438,226900.062500,147338125.000000,325596.187500,358794.687500,524993.562500,1690466375.000000,10349968.000000,988417.000000
