vector_id,label,session,category,sensor_index,heater_profile_id,cycle_id,n_imputed,gasres_step0,gasres_step1,gasres_step2,gasres_step3,gasres_step4,gasres_step5,gasres_step6,gasres_step7,gasres_step8,gasres_step9
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__66,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,1,0,152881.453125,61553.257812,146327.515625,85390.257812,182271.265625,258324.921875,457449.187500,1619292375.000000,9766915.000000,1015621125.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__67,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,2,0,181110.718750,71991.000000,162488.093750,102666.937500,213155.703125,277431.593750,486114.406250,1752299.500000,10886379.000000,1079884.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__68,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,3,0,183446.796875,74245.937500,168587.421875,111014.742188,231203.437500,288694.656250,495284.156250,1777392.000000,10973878.000000,1102557.250000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__69,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,4,0,193792.578125,76099.882812,171123.000000,115758.531250,240319.171875,287237.031250,496725.687500,1786695.750000,10995973.000000,1109726375.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__70,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,5,0,191294.593750,76304.023438,169761.265625,117431.195312,252777.093750,292154.062500,502576.687500,1823686.500000,11303208.000000,1123422875.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__71,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,6,0,194676.812500,76646.703125,171123.000000,120754.718750,260096.515625,296983.750000,516259125.000000,1859704875.000000,11517750.000000,1144134125.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__72,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,7,0,195010.468750,76992.484375,170609.796875,121183.429688,267852.468750,297501.437500,515869.031250,1866059.250000,11778577.000000,1159682875.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__73,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,8,0,196131.015625,76577.921875,170439.421875,121097.445312,271474.031250,299590.406250,519796.968750,1890607.000000,11894011.000000,1163636375.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__74,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,9,0,196131.015625,77552.257812,170609.796875,121788.773438,273212375.000000,302243.218750,522182.562500,1911785.250000,11985369.000000,1193125.500000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__75,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,10,0,196131.015625,77341.390625,169256.203125,122400.187500,276308.687500,302243.218750,520193.031250,1910447.750000,12750195.000000,1204705875.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__76,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,11,0,195793.500000,77201.445312,168255.015625,121962.835938,279019.062500,303857.562500,524993.562500,1933443.500000,12423886.000000,1211117625.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__77,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,12,0,196356.656250,77411.554688,168587.421875,121615.203125,280624.843750,303048.250000,520987.031250,1945843.250000,12523600.000000,1218684875.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__78,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,13,0,196582.843750,77411.554688,167101.828125,120584.078125,281318.687500,305216.093750,525802.312500,1947230.750000,12566826.000000,1225246.750000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__79,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,14,0,196356.656250,76853.796875,167265.593750,120498.937500,282249.187500,304943.406250,519796.968750,1955598.000000,12639537.000000,1225246.750000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__80,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,15,0,196131.015625,77201.445312,165803.109375,121269.539062,283185.843750,300645.906250,519006.593750,1922553375.000000,12452214.000000,1212193.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__81,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,16,0,195569.140625,76577.921875,164683.171875,121011.578125,285316.250000,306862.437500,531120.312500,1958403.000000,12757641.000000,1236341625.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__82,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,17,0,195905875.000000,76992.484375,165001.609375,120159.585938,284840.062500,305216.093750,529883.562500,1944457625.000000,12595810.000000,1217598125.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__83,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,18,0,197492.765625,76372.312500,163735.203125,120498.937500,284602.562500,304399.531250,524993.562500,1947230.750000,12787512.000000,1220864375.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__84,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,19,0,196469.687500,76304.023438,164524.421875,119906.320312,285794.031250,305762.906250,534446.750000,1989798375.000000,12946661.000000,1270865625.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__85,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,20,0,198411.156250,76784.640625,163421.640625,118986.750000,280624.843750,290661375.000000,499634.062500,1852136.500000,11791292.000000,1168616.250000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__86,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,21,0,186656.937500,74375.359375,159451.890625,117999.539062,282015.968750,293662.187500,513927.218750,1893228625.000000,11946044.000000,1186902375.000000
BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray__L1__87,Raumspray,BME688_2026-07-19_14-56-07_312joss43wbvgnyj_HP_Exp_3_Bad_Raumspray,unsplit,3,heater_503,22,0,192372.718750,74963.398438,160955.671875,117674.101562,283892.437500,298803625.000000,521384.937500,1934813375.000000,12559601.000000,1221957.000000
